date,lat,lon,farm_id,disease_type,severity,disease_label,is_diseased,month,season
2023-01-31,40.21966357005172,-95.05424894428177,farm_086,Healthy,0.0,0,0,1,Winter
2023-01-31,39.55846067076023,-95.34968902419824,farm_087,Rust,0.1972426661670168,2,1,1,Winter
2023-01-31,40.14049593386752,-95.3113497599103,farm_088,Healthy,0.0,0,0,1,Winter
2023-01-31,40.777461338318304,-95.49060016761878,farm_089,Healthy,0.0,0,0,1,Winter
2023-01-31,39.68888141754686,-95.17774432045816,farm_090,Healthy,0.0,0,0,1,Winter
2023-01-31,40.224324337026005,-95.0393658418339,farm_091,Mosaic,0.0890097348960088,3,1,1,Winter
2023-01-31,40.93521194890776,-94.15599148381554,farm_092,Healthy,0.0,0,0,1,Winter
2023-01-31,40.63883244789421,-95.29578569441792,farm_093,Mosaic,0.9041136604795053,3,1,1,Winter
2023-01-31,39.89115939838639,-94.4506115740064,farm_094,Healthy,0.0,0,0,1,Winter
2023-01-31,39.68657106523092,-95.67100365202668,farm_095,Healthy,0.0,0,0,1,Winter
2023-01-31,39.738405953206446,-94.5254285061095,farm_096,Healthy,0.0,0,0,1,Winter
2023-01-31,39.79435470467009,-94.50798822771846,farm_097,Healthy,0.0,0,0,1,Winter
2023-01-31,39.328843586745,-96.68204776323164,farm_098,Bacterial,0.9147493287276603,4,1,1,Winter
2023-01-31,40.56177089084576,-93.92839740594306,farm_099,Healthy,0.0,0,0,1,Winter
2023-02-28,40.24835707650561,-95.0691321505856,farm_000,Healthy,0.0,0,0,2,Winter
2023-02-28,39.40109678672302,-93.92917078389168,farm_001,Healthy,0.0,0,0,2,Winter
2023-02-28,40.13952064610007,-94.49474235759672,farm_002,Mosaic,0.1936238097954608,3,1,2,Winter
2023-02-28,39.70956093298824,-95.26258490358909,farm_003,Healthy,0.0,0,0,2,Winter
2023-02-28,40.01111091330599,-95.21389645680168,farm_004,Healthy,0.0,0,0,2,Winter
2023-02-28,39.545987962239394,-95.70615185066764,farm_005,Healthy,0.0,0,0,2,Winter
2023-02-28,39.2618351534227,-94.2565095209764,farm_006,Healthy,0.0,0,0,2,Winter
2023-02-28,39.42450321128885,-94.81215099082716,farm_007,Healthy,0.0,0,0,2,Winter
2023-02-28,40.04756289215857,-94.66767282862509,farm_008,Mosaic,0.9084101072685696,3,1,2,Winter
2023-02-28,40.14551700063109,-95.31777987013731,farm_009,Blight,0.0194012456182154,1,1,2,Winter
2023-02-28,40.56511409694852,-94.81344054263528,farm_010,Healthy,0.0,0,0,2,Winter
2023-02-28,40.41127245605159,-95.61042182498552,farm_011,Healthy,0.0,0,0,2,Winter
2023-02-28,40.16149989863915,-95.69670847043636,farm_012,Healthy,0.0,0,0,2,Winter
2023-02-28,40.10931915802693,-94.5591194805257,farm_013,Mosaic,0.6338894618324419,3,1,2,Winter
2023-02-28,39.49545732856745,-95.79164710676844,farm_014,Healthy,0.0,0,0,2,Winter
2023-02-28,40.23040815007432,-94.9570382641846,farm_015,Mosaic,0.9577666581762224,3,1,2,Winter
2023-02-28,40.29106139735652,-94.55612577020332,farm_016,Healthy,0.0,0,0,2,Winter
2023-02-28,40.34922012960548,-94.9131989681676,farm_017,Healthy,0.0,0,0,2,Winter
2023-02-28,40.165631715701785,-94.51222743643882,farm_018,Healthy,0.0,0,0,2,Winter
2023-02-28,40.7344706427162,-95.56194916727,farm_019,Healthy,0.0,0,0,2,Winter
2023-02-28,40.417397709615216,-94.85171930783552,farm_020,Healthy,0.0,0,0,2,Winter
2023-02-28,39.53311857954397,-94.60789590617304,farm_021,Healthy,0.0,0,0,2,Winter
2023-02-28,38.69012744795513,-94.58904874781238,farm_022,Bacterial,0.503072600271609,4,1,2,Winter
2023-02-28,40.0752445390553,-95.0567106256732,farm_023,Healthy,0.0,0,0,2,Winter
2023-02-28,40.451766245312925,-94.99049983446892,farm_024,Healthy,0.0,0,0,2,Winter
2023-02-28,39.29070176849222,-94.9048315075174,farm_025,Healthy,0.0,0,0,2,Winter
2023-02-28,39.5957531985534,-95.25087852179227,farm_026,Rust,0.4346781483164702,2,1,2,Winter
2023-02-28,39.694838991326336,-95.15808294840488,farm_027,Healthy,0.0,0,0,2,Winter
2023-02-28,39.61297853462675,-95.179889072646,farm_028,Healthy,0.0,0,0,2,Winter
2023-02-28,39.87168490865372,-95.18391286206638,farm_029,Blight,0.2655875983073599,1,1,2,Winter
2023-02-28,39.3253050133835,-95.50953639268404,farm_030,Blight,0.2058873107665993,1,1,2,Winter
2023-02-28,39.29231462897479,-95.21032266138268,farm_031,Healthy,0.0,0,0,2,Winter
2023-02-28,39.66696968988479,-95.25689374575413,farm_032,Healthy,0.0,0,0,2,Winter
2023-02-28,39.99225832999411,-95.01368822279258,farm_033,Mosaic,0.9317314247538246,3,1,2,Winter
2023-02-28,39.62083643974088,-94.77129217564044,farm_034,Healthy,0.0,0,0,2,Winter
2023-02-28,39.96781097459952,-94.82754883247765,farm_035,Healthy,0.0,0,0,2,Winter
2023-02-28,39.90381951760944,-94.8492263288332,farm_036,Healthy,0.0,0,0,2,Winter
2023-02-28,40.98251738196273,-95.96995560930162,farm_037,Healthy,0.0,0,0,2,Winter
2023-02-28,39.61233194702153,-94.61342957205538,farm_038,Healthy,0.0,0,0,2,Winter
2023-02-28,40.17807991519469,-95.01094043716938,farm_039,Mosaic,0.9300053777910726,3,1,2,Winter
2023-02-28,39.504731837434655,-95.2831488648014,farm_040,Healthy,0.0,0,0,2,Winter
2023-02-28,39.45162385071141,-95.34115078196014,farm_041,Healthy,0.0,0,0,2,Winter
2023-02-28,40.32454336631455,-95.61143676833764,farm_042,Rust,0.8067078077450615,2,1,2,Winter
2023-02-28,40.31027410798087,-95.08046868843154,farm_043,Healthy,0.0,0,0,2,Winter
2023-02-28,39.581209304118445,-94.66140696720896,farm_044,Healthy,0.0,0,0,2,Winter
2023-02-28,40.40675860868483,-95.61543215821698,farm_045,Healthy,0.0,0,0,2,Winter
2023-02-28,39.14473521073749,-94.940510754052,farm_046,Healthy,0.0,0,0,2,Winter
2023-02-28,39.2799792761581,-94.40463637194318,farm_047,Healthy,0.0,0,0,2,Winter
2023-02-28,40.05435589981369,-94.94711817648611,farm_048,Healthy,0.0,0,0,2,Winter
2023-02-28,39.65998763921076,-94.8838731514195,farm_049,Healthy,0.0,0,0,2,Winter
2023-02-28,39.075098531417886,-94.41568437827472,farm_050,Healthy,0.0,0,0,2,Winter
2023-02-28,40.932887255572375,-94.76308353954413,farm_051,Healthy,0.0,0,0,2,Winter
2023-02-28,39.51265916488634,-94.60645769812878,farm_052,Healthy,0.0,0,0,2,Winter
2023-02-28,40.67158410614839,-95.36727382497376,farm_053,Rust,0.8514891816465466,2,1,2,Winter
2023-02-28,39.56617945501032,-94.92706907378584,farm_054,Healthy,0.0,0,0,2,Winter
2023-02-28,40.26980460079183,-95.74914781868596,farm_055,Healthy,0.0,0,0,2,Winter
2023-02-28,40.138345399665006,-94.586408375482,farm_056,Bacterial,0.2005646595880699,4,1,2,Winter
2023-02-28,40.68221672366016,-94.4139855480978,farm_057,Healthy,0.0,0,0,2,Winter
2023-02-28,39.51849218696694,-94.51140999959348,farm_058,Healthy,0.0,0,0,2,Winter
2023-02-28,39.10837446891724,-95.12156723020352,farm_059,Healthy,0.0,0,0,2,Winter
2023-02-28,40.23661881228677,-95.03641445632844,farm_060,Healthy,0.0,0,0,2,Winter
2023-02-28,39.89127151154799,-95.23762867420024,farm_061,Mosaic,0.6153478406285743,3,1,2,Winter
2023-02-28,38.840965875906086,-95.13400917592143,farm_062,Healthy,0.0,0,0,2,Winter
2023-02-28,40.315037469300506,-94.11853126384838,farm_063,Mosaic,0.0484642324758223,3,1,2,Winter
2023-02-28,40.52871175443119,-94.97431957026018,farm_064,Healthy,0.0,0,0,2,Winter
2023-02-28,40.2093197345863,-95.36408962468168,farm_065,Healthy,0.0,0,0,2,Winter
2023-02-28,40.25751763360433,-94.74310702454387,farm_066,Healthy,0.0,0,0,2,Winter
2023-02-28,39.40836718927279,-94.75250217290416,farm_067,Healthy,0.0,0,0,2,Winter
2023-02-28,39.84236537767983,-94.62051538975336,farm_068,Healthy,0.0,0,0,2,Winter
2023-02-28,39.757318226085445,-94.95906293030684,farm_069,Healthy,0.0,0,0,2,Winter
2023-02-28,39.79361919340494,-94.70217817409784,farm_070,Healthy,0.0,0,0,2,Winter
2023-02-28,39.55343986318539,-95.16740862369736,farm_071,Healthy,0.0,0,0,2,Winter
2023-02-28,40.60519931656832,-95.07561798274612,farm_072,Healthy,0.0,0,0,2,Winter
2023-02-28,40.68171774547585,-94.58561701119756,farm_073,Healthy,0.0,0,0,2,Winter
2023-02-28,39.34604285016531,-95.99529977478868,farm_074,Healthy,0.0,0,0,2,Winter
2023-02-28,40.25249363949023,-94.56712240291492,farm_075,Healthy,0.0,0,0,2,Winter
2023-02-28,39.94226329503813,-94.58414571151208,farm_076,Mosaic,0.4751708660226282,3,1,2,Winter
2023-02-28,40.135530874371135,-93.87759669699471,farm_077,Healthy,0.0,0,0,2,Winter
2023-02-28,39.40821341602773,-94.8855147838848,farm_078,Blight,0.4979485925822638,1,1,2,Winter
2023-02-28,39.881304019396666,-94.06399715976384,farm_079,Healthy,0.0,0,0,2,Winter
2023-02-28,39.72537354631785,-94.45160187277928,farm_080,Rust,0.867152151001122,2,1,2,Winter
2023-02-28,40.81620565196582,-95.71507068898032,farm_081,Healthy,0.0,0,0,2,Winter
2023-02-28,40.00090680559734,-94.62203235910415,farm_082,Healthy,0.0,0,0,2,Winter
2023-02-28,40.28388418387881,-94.92590913431044,farm_083,Healthy,0.0,0,0,2,Winter
2023-02-28,40.323581348393525,-94.93695258608798,farm_084,Blight,0.1365030120835821,1,1,2,Winter
2023-02-28,40.11349215060967,-95.13548113108386,farm_085,Healthy,0.0,0,0,2,Winter
2023-02-28,40.21966357005172,-95.05424894428177,farm_086,Rust,0.020121721853074,2,1,2,Winter
2023-02-28,39.55846067076023,-95.34968902419824,farm_087,Blight,0.4737732925144229,1,1,2,Winter
2023-02-28,40.14049593386752,-95.3113497599103,farm_088,Healthy,0.0,0,0,2,Winter
2023-02-28,40.777461338318304,-95.49060016761878,farm_089,Healthy,0.0,0,0,2,Winter
2023-02-28,39.68888141754686,-95.17774432045816,farm_090,Rust,0.3598249006365664,2,1,2,Winter
2023-02-28,40.224324337026005,-95.0393658418339,farm_091,Healthy,0.0,0,0,2,Winter
2023-02-28,40.93521194890776,-94.15599148381554,farm_092,Healthy,0.0,0,0,2,Winter
2023-02-28,40.63883244789421,-95.29578569441792,farm_093,Blight,0.9559800588260724,1,1,2,Winter
2023-02-28,39.89115939838639,-94.4506115740064,farm_094,Healthy,0.0,0,0,2,Winter
2023-02-28,39.68657106523092,-95.67100365202668,farm_095,Healthy,0.0,0,0,2,Winter
2023-02-28,39.738405953206446,-94.5254285061095,farm_096,Bacterial,0.6421102350255211,4,1,2,Winter
2023-02-28,39.79435470467009,-94.50798822771846,farm_097,Healthy,0.0,0,0,2,Winter
2023-02-28,39.328843586745,-96.68204776323164,farm_098,Healthy,0.0,0,0,2,Winter
2023-02-28,40.56177089084576,-93.92839740594306,farm_099,Rust,0.3621816027941515,2,1,2,Winter
2023-03-31,40.24835707650561,-95.0691321505856,farm_000,Healthy,0.0,0,0,3,Spring
2023-03-31,39.40109678672302,-93.92917078389168,farm_001,Healthy,0.0,0,0,3,Spring
2023-03-31,40.13952064610007,-94.49474235759672,farm_002,Healthy,0.0,0,0,3,Spring
2023-03-31,39.70956093298824,-95.26258490358909,farm_003,Healthy,0.0,0,0,3,Spring
2023-03-31,40.01111091330599,-95.21389645680168,farm_004,Healthy,0.0,0,0,3,Spring
2023-03-31,39.545987962239394,-95.70615185066764,farm_005,Healthy,0.0,0,0,3,Spring
2023-03-31,39.2618351534227,-94.2565095209764,farm_006,Healthy,0.0,0,0,3,Spring
2023-03-31,39.42450321128885,-94.81215099082716,farm_007,Healthy,0.0,0,0,3,Spring
2023-03-31,40.04756289215857,-94.66767282862509,farm_008,Blight,0.8279249545453125,1,1,3,Spring
2023-03-31,40.14551700063109,-95.31777987013731,farm_009,Blight,0.0388129478118021,1,1,3,Spring
2023-03-31,40.56511409694852,-94.81344054263528,farm_010,Healthy,0.0,0,0,3,Spring
2023-03-31,40.41127245605159,-95.61042182498552,farm_011,Healthy,0.0,0,0,3,Spring
2023-03-31,40.16149989863915,-95.69670847043636,farm_012,Mosaic,0.8349567750521169,3,1,3,Spring
2023-03-31,40.10931915802693,-94.5591194805257,farm_013,Rust,0.3032081937596749,2,1,3,Spring
2023-03-31,39.49545732856745,-95.79164710676844,farm_014,Healthy,0.0,0,0,3,Spring
2023-03-31,40.23040815007432,-94.9570382641846,farm_015,Healthy,0.0,0,0,3,Spring
2023-03-31,40.29106139735652,-94.55612577020332,farm_016,Healthy,0.0,0,0,3,Spring
2023-03-31,40.34922012960548,-94.9131989681676,farm_017,Healthy,0.0,0,0,3,Spring
2023-03-31,40.165631715701785,-94.51222743643882,farm_018,Mosaic,0.2407125856635067,3,1,3,Spring
2023-03-31,40.7344706427162,-95.56194916727,farm_019,Healthy,0.0,0,0,3,Spring
2023-03-31,40.417397709615216,-94.85171930783552,farm_020,Healthy,0.0,0,0,3,Spring
2023-03-31,39.53311857954397,-94.60789590617304,farm_021,Mosaic,0.579737114939772,3,1,3,Spring
2023-03-31,38.69012744795513,-94.58904874781238,farm_022,Healthy,0.0,0,0,3,Spring
2023-03-31,40.0752445390553,-95.0567106256732,farm_023,Mosaic,0.3456201689007895,3,1,3,Spring
2023-03-31,40.451766245312925,-94.99049983446892,farm_024,Healthy,0.0,0,0,3,Spring
2023-03-31,39.29070176849222,-94.9048315075174,farm_025,Healthy,0.0,0,0,3,Spring
2023-03-31,39.5957531985534,-95.25087852179227,farm_026,Healthy,0.0,0,0,3,Spring
2023-03-31,39.694838991326336,-95.15808294840488,farm_027,Rust,0.7667683563383357,2,1,3,Spring
2023-03-31,39.61297853462675,-95.179889072646,farm_028,Healthy,0.0,0,0,3,Spring
2023-03-31,39.87168490865372,-95.18391286206638,farm_029,Healthy,0.0,0,0,3,Spring
2023-03-31,39.3253050133835,-95.50953639268404,farm_030,Healthy,0.0,0,0,3,Spring
2023-03-31,39.29231462897479,-95.21032266138268,farm_031,Healthy,0.0,0,0,3,Spring
2023-03-31,39.66696968988479,-95.25689374575413,farm_032,Healthy,0.0,0,0,3,Spring
2023-03-31,39.99225832999411,-95.01368822279258,farm_033,Healthy,0.0,0,0,3,Spring
2023-03-31,39.62083643974088,-94.77129217564044,farm_034,Healthy,0.0,0,0,3,Spring
2023-03-31,39.96781097459952,-94.82754883247765,farm_035,Rust,0.2796738565464431,2,1,3,Spring
2023-03-31,39.90381951760944,-94.8492263288332,farm_036,Healthy,0.0,0,0,3,Spring
2023-03-31,40.98251738196273,-95.96995560930162,farm_037,Healthy,0.0,0,0,3,Spring
2023-03-31,39.61233194702153,-94.61342957205538,farm_038,Rust,0.2413497038374998,2,1,3,Spring
2023-03-31,40.17807991519469,-95.01094043716938,farm_039,Healthy,0.0,0,0,3,Spring
2023-03-31,39.504731837434655,-95.2831488648014,farm_040,Healthy,0.0,0,0,3,Spring
2023-03-31,39.45162385071141,-95.34115078196014,farm_041,Blight,0.5506905446947946,1,1,3,Spring
2023-03-31,40.32454336631455,-95.61143676833764,farm_042,Rust,0.959592147609234,2,1,3,Spring
2023-03-31,40.31027410798087,-95.08046868843154,farm_043,Blight,0.6038030788437534,1,1,3,Spring
2023-03-31,39.581209304118445,-94.66140696720896,farm_044,Healthy,0.0,0,0,3,Spring
2023-03-31,40.40675860868483,-95.61543215821698,farm_045,Healthy,0.0,0,0,3,Spring
2023-03-31,39.14473521073749,-94.940510754052,farm_046,Bacterial,0.3834811225750425,4,1,3,Spring
2023-03-31,39.2799792761581,-94.40463637194318,farm_047,Healthy,0.0,0,0,3,Spring
2023-03-31,40.05435589981369,-94.94711817648611,farm_048,Healthy,0.0,0,0,3,Spring
2023-03-31,39.65998763921076,-94.8838731514195,farm_049,Healthy,0.0,0,0,3,Spring
2023-03-31,39.075098531417886,-94.41568437827472,farm_050,Healthy,0.0,0,0,3,Spring
2023-03-31,40.932887255572375,-94.76308353954413,farm_051,Healthy,0.0,0,0,3,Spring
2023-03-31,39.51265916488634,-94.60645769812878,farm_052,Healthy,0.0,0,0,3,Spring
2023-03-31,40.67158410614839,-95.36727382497376,farm_053,Rust,0.264967061555443,2,1,3,Spring
2023-03-31,39.56617945501032,-94.92706907378584,farm_054,Healthy,0.0,0,0,3,Spring
2023-03-31,40.26980460079183,-95.74914781868596,farm_055,Healthy,0.0,0,0,3,Spring
2023-03-31,40.138345399665006,-94.586408375482,farm_056,Healthy,0.0,0,0,3,Spring
2023-03-31,40.68221672366016,-94.4139855480978,farm_057,Blight,0.394807282878256,1,1,3,Spring
2023-03-31,39.51849218696694,-94.51140999959348,farm_058,Healthy,0.0,0,0,3,Spring
2023-03-31,39.10837446891724,-95.12156723020352,farm_059,Healthy,0.0,0,0,3,Spring
2023-03-31,40.23661881228677,-95.03641445632844,farm_060,Mosaic,0.3830588064210035,3,1,3,Spring
2023-03-31,39.89127151154799,-95.23762867420024,farm_061,Blight,0.0203410818821776,1,1,3,Spring
2023-03-31,38.840965875906086,-95.13400917592143,farm_062,Healthy,0.0,0,0,3,Spring
2023-03-31,40.315037469300506,-94.11853126384838,farm_063,Healthy,0.0,0,0,3,Spring
2023-03-31,40.52871175443119,-94.97431957026018,farm_064,Rust,0.5272551499506771,2,1,3,Spring
2023-03-31,40.2093197345863,-95.36408962468168,farm_065,Mosaic,0.4837968965827963,3,1,3,Spring
2023-03-31,40.25751763360433,-94.74310702454387,farm_066,Healthy,0.0,0,0,3,Spring
2023-03-31,39.40836718927279,-94.75250217290416,farm_067,Healthy,0.0,0,0,3,Spring
2023-03-31,39.84236537767983,-94.62051538975336,farm_068,Rust,0.2469654124670625,2,1,3,Spring
2023-03-31,39.757318226085445,-94.95906293030684,farm_069,Rust,0.910824220330396,2,1,3,Spring
2023-03-31,39.79361919340494,-94.70217817409784,farm_070,Mosaic,0.52023048910309,3,1,3,Spring
2023-03-31,39.55343986318539,-95.16740862369736,farm_071,Healthy,0.0,0,0,3,Spring
2023-03-31,40.60519931656832,-95.07561798274612,farm_072,Blight,0.1310146186504656,1,1,3,Spring
2023-03-31,40.68171774547585,-94.58561701119756,farm_073,Healthy,0.0,0,0,3,Spring
2023-03-31,39.34604285016531,-95.99529977478868,farm_074,Healthy,0.0,0,0,3,Spring
2023-03-31,40.25249363949023,-94.56712240291492,farm_075,Healthy,0.0,0,0,3,Spring
2023-03-31,39.94226329503813,-94.58414571151208,farm_076,Healthy,0.0,0,0,3,Spring
2023-03-31,40.135530874371135,-93.87759669699471,farm_077,Healthy,0.0,0,0,3,Spring
2023-03-31,39.40821341602773,-94.8855147838848,farm_078,Healthy,0.0,0,0,3,Spring
2023-03-31,39.881304019396666,-94.06399715976384,farm_079,Healthy,0.0,0,0,3,Spring
2023-03-31,39.72537354631785,-94.45160187277928,farm_080,Healthy,0.0,0,0,3,Spring
2023-03-31,40.81620565196582,-95.71507068898032,farm_081,Healthy,0.0,0,0,3,Spring
