farm_id,date,lat,lon,area_hectares,crop_wheat,crop_corn,crop_soybean,satellite_B02,satellite_B03,satellite_B04,satellite_B08,satellite_B11,satellite_B12,vegetation_NDVI,vegetation_EVI,vegetation_SAVI,vegetation_NDWI,weather_temperature,weather_temperature_rolling_mean,weather_temperature_rolling_std,weather_humidity,weather_humidity_rolling_mean,weather_humidity_rolling_std,weather_precipitation,weather_precipitation_rolling_mean,weather_precipitation_rolling_std,weather_wind_speed,weather_wind_speed_rolling_mean,weather_wind_speed_rolling_std,weather_wind_direction,month,season,disease_type,disease_label,severity,is_diseased
farm_010,2023-01-31,1.2678843302326697,0.3166263187303497,1.4285441221229667,1,0,0,-1.5189153468835574,-0.7134783752154138,0.481197065076837,-0.5506523275202095,-0.6205986474301971,0.29805714432633784,-0.6182704505081416,-0.06642494778564413,-0.637141636675754,0.05574491601054713,0.21819171429790402,0.351091462494555,-1.5174819750904813,-1.467555598234005,-2.194662675371024,-1.712089732880395,-0.08181114911361832,-0.1396756236388301,-1.4177639898427714,1.638911236427131,2.5750850284126274,-1.6990844565983838,0.10806210975475265,1,Winter,Blight,1,0.0755270860258868,1
farm_011,2023-01-31,0.9520493212418248,-1.3362360255695092,-0.19631690038877364,0,0,1,1.6882841308513843,-1.1541904795142606,0.4288923005125667,-1.320495265218056,1.3691192990703591,-0.36212737176485166,-1.2406529272547573,0.9514837879665123,-1.1684127901502999,-1.9418203437221155,0.27145964505204373,0.43446249250859287,-1.5174819750904813,0.5175664992114312,0.8097613845046274,-1.712089732880395,0.20667237514763634,0.30419704826287314,-1.4177639898427714,-0.3162405468942774,-0.5031249705944252,-1.6990844565983838,1.1054864436088316,1,Winter,Rust,2,0.427669085824169,1
farm_012,2023-01-31,0.43926931281174103,-1.5151862095199657,1.6307914694381103,0,1,0,1.2238650938675877,1.4808083491547575,0.8718518539911504,-1.694409071627526,1.370839088333484,1.3781583663394457,-1.763182715141995,-0.8236626050447011,-1.691491397539455,-2.373428424937196,0.8866124343160218,1.3972541934601188,-1.5174819750904813,-1.5673648421412707,-2.3457210380676434,-1.712089732880395,-0.7351707172218008,-1.1449616549689454,-1.4177639898427714,1.573421973133137,2.4719780948134784,-1.6990844565983838,1.3978478547745783,1,Winter,Healthy,0,0.0,0
farm_013,2023-01-31,0.33214288992437846,0.8440636829852131,-1.3261625632045175,1,0,0,-0.871091815763031,1.0639367498228856,-0.7467086730069139,0.8974355618805618,0.1810453020017936,1.1526603613285313,0.9306387914255065,0.11860007666678275,0.9785802153947801,0.4089632901524117,0.17617184467199817,0.28532506680074243,-1.5174819750904813,-0.12318421362552293,-0.15999602261261067,-1.712089732880395,0.13834967907724768,0.19907292467920795,-1.4177639898427714,-0.7597598772271005,-1.2014061214645284,-1.6990844565983838,-1.068648760653137,1,Winter,Healthy,0,0.0,0
farm_014,2023-01-31,-0.9281079452598858,-1.7120797884377987,0.18806793269649755,0,0,1,-0.9741807559176008,0.4648576915577437,0.4928614727427114,1.2979149505542484,0.3652680382209397,-1.6239103592944628,0.34628575970138153,0.017357788009220273,0.3894884704529324,0.4881338476101342,-2.2029372592595586,-3.4382807444712506,-1.5174819750904813,0.3274484549802791,0.5220233017742896,-1.712089732880395,-1.0759329599766314,-1.66927252354328,-1.4177639898427714,1.6565645229106325,2.602878534488425,-1.6990844565983838,1.734891705136571,1,Winter,Healthy,0,0.0,0
farm_015,2023-01-31,0.580737111027382,0.018818488192326142,-1.1502011739119904,0,1,0,-0.9688444312230129,1.281121543503314,-1.0049127384567804,0.8139790715497702,-0.2132475442542917,-1.6876776382225191,1.1045701287027023,0.14959909600072008,1.1293924173213978,0.6568165577443937,-0.5550138374676588,-0.8590727460758666,-1.5174819750904813,0.7305752007119211,1.1321438055025546,-1.712089732880395,-0.13524335886980166,-0.22188862963570227,-1.4177639898427714,-0.6483184241165628,-1.0259516129219863,-1.6990844565983838,1.1292272902996385,1,Winter,Healthy,0,0.0,0
farm_016,2023-01-31,0.7052574865837851,0.8502723495764759,1.028692768852951,1,0,0,-0.5606064006075951,1.0486841371920645,-0.7269145615855142,-0.17812106322458388,-0.702941062455758,-0.5034502473416365,0.3674464712905049,0.031757546882521685,0.3678357008666554,0.4612280365681666,-0.9392819835913001,-1.4605008603343332,-1.5174819750904813,1.4796341995003701,2.2658226261264534,-1.712089732880395,1.1802127585728766,1.8021265133918036,-1.4177639898427714,1.5713018518657915,2.46864015525302,-1.6990844565983838,0.8198343790986693,1,Winter,Bacterial,4,0.8072616493262504,1
farm_017,2023-01-31,0.8246566532570764,0.10973696167696018,-1.2342865610727234,0,0,1,0.18437842981332872,-1.0672730587671657,1.229592424720771,-1.285310898258774,-0.5911008776289479,0.9648917194679293,-1.4618315918754876,-0.21635148833653486,-1.525791161263982,-0.8293276623364283,0.49436131200924044,0.783331714627256,-1.5174819750904813,0.43221785050220685,0.6805887084310255,-1.712089732880395,-0.445143053788866,-0.6987131067267237,-1.4177639898427714,1.5121206375489902,2.3754646753657838,-1.6990844565983838,1.3128381209207247,1,Winter,Healthy,0,0.0,0
farm_018,2023-01-31,0.44775188275520844,0.9413132616577298,-1.3029469795972748,0,0,1,-0.1291755196343349,1.3534650581367518,0.29561084181888975,-1.050952081687201,0.49359846306320415,1.5626698833411579,-0.9331841528494331,-0.1649256042166204,-0.88867927054958,-1.286017208483622,1.203298812518306,1.8929083172142642,-1.5174819750904813,1.7484271762875117,2.67263291130947,-1.712089732880395,-0.9635587937625183,-1.4963689875860147,-1.4177639898427714,0.3383099404843179,0.5274056880948549,-1.6990844565983838,-0.3914846224657473,1,Winter,Healthy,0,0.0,0
farm_019,2023-01-31,1.6155712493486023,-1.2357084066148245,0.8254213803511606,0,1,0,-0.6045698490023479,0.1423338091849985,0.9250539946918389,-0.7267085001030684,0.7455072749956367,-1.2680694609355743,-0.9240406991531595,-0.11651827311755114,-0.9843786948027556,-1.0907295484976922,-0.49667199800307366,-0.7677604089864801,-1.5174819750904813,1.6873037186799347,2.580124351309401,-1.712089732880395,1.340269830852553,2.0483969390997365,-1.4177639898427714,1.1848666493569306,1.8602328108828952,-1.6990844565983838,-0.0830514407635045,1,Winter,Mosaic,3,0.3445965957269717,1
farm_020,2023-01-31,0.9646243919642868,0.23723985008053985,-0.3380378480900546,0,1,0,0.47862500041282113,1.0616043547362004,0.8932399342639149,-0.24577110222720525,0.8691793039485167,0.2328259376555914,-0.5902256163623458,-0.1497815480164385,-0.6560371532613691,-0.7485569150207978,-1.6569760527034747,-2.58378259720184,-1.5174819750904813,-1.528887955350516,-2.2874873986496866,-1.712089732880395,1.5517919265352837,2.3738535765883797,-1.4177639898427714,1.0967169215814452,1.721449021428303,-1.6990844565983838,1.7823390371165089,1,Winter,Healthy,0,0.0,0
farm_021,2023-01-31,-0.8507898571829079,0.7429060786255519,0.03403869634080478,0,0,1,-1.1171921078322757,1.3655768296402855,0.03914062824576678,0.8783457579994253,0.862993572505289,-0.4884739300975252,0.4093885412080291,0.024236282058270376,0.44880898518205165,-0.020856246418579742,-0.6309271310910337,-0.9778866251122137,-1.5174819750904813,1.7813823469092034,2.7225095952880176,-1.712089732880395,-0.07696238847637445,-0.13221512014915368,-1.4177639898427714,0.9444824676193311,1.481769615268089,-1.6990844565983838,1.5893030672846296,1,Winter,Healthy,0,0.0,0
farm_022,2023-01-31,-2.5814403499382768,0.7819932680505305,-0.1487265723438027,0,0,1,-0.6014768969006012,-0.616606111587587,-1.240931606375053,0.061088557432958074,-1.3401719447514178,1.5039425201255427,0.9783031937462316,0.19740823780478173,0.9137852640538231,1.4187379444503776,-0.476966527642695,-0.7369188625326,-1.5174819750904813,-0.14118361982119149,-0.1872375958676421,-1.712089732880395,-0.9973901404094005,-1.5484232956046067,-1.4177639898427714,1.5860391109981122,2.4918426394826594,-1.6990844565983838,0.39989544246414815,1,Winter,Mosaic,3,0.0038302905003225,1
farm_023,2023-01-31,0.2621881135288595,-0.18789238033162525,-0.5681624567029031,0,1,0,-0.3507416286429938,-1.329643124478916,-0.5934634155737931,-0.624080410043804,-0.06821846371564555,1.0716647108164974,-0.05366137418565105,-0.04702855621364185,-0.021699612919395622,-0.49272703143925844,0.6293706181785662,0.9946383067449261,-1.5174819750904813,-0.9224061911548053,-1.3695950400032142,-1.712089732880395,0.33807623352561855,0.506380454978352,-1.4177639898427714,0.4215017223984371,0.6583836393249248,-1.6990844565983838,-0.4713243516003796,1,Winter,Healthy,0,0.0,0
farm_024,2023-01-31,1.035182575807117,-0.05057758261750805,0.40528651202115484,1,0,0,-0.04767176925925742,-0.9254378577997002,-0.5918013097058746,0.8759133979550037,-1.446313680140868,1.0588440117933664,0.8078368693254148,0.18816292710870994,0.8581343302036195,1.9752582511663346,0.32978438821864203,0.5257480717353704,-1.5174819750904813,0.10442496731978958,0.18448379571225876,-1.712089732880395,0.8390850185135561,1.2772532755607422,-1.4177639898427714,0.08188915005940536,0.12369429966322776,-1.6990844565983838,1.2640718663841297,1,Winter,Mosaic,3,0.171085966857162,1
farm_025,2023-01-31,-1.348468608213372,0.12709026837614815,-1.3647989384562091,0,1,0,1.0641794094459236,-0.24250255844977858,-0.9836552311940254,0.9588865484212006,0.10562349634588328,-0.19147603279820288,1.143214254832194,-0.39618830916818915,1.1839213980114671,0.4940623045955465,-0.7846835277090732,-1.2185347782469529,-1.5174819750904813,0.21567242924703167,0.3528535658359292,-1.712089732880395,-0.059901050191996624,-0.10596384001141057,-1.4177639898427714,1.317726872978057,2.069409240206507,-1.6990844565983838,-0.31212308928113397,1,Winter,Healthy,0,0.0,0
farm_026,2023-01-31,-0.7222017496806136,-0.5905778775627849,0.47219417315075357,0,0,1,-0.9138803441404041,1.0978632277841491,1.3154381357123257,0.32446351220181213,-0.23506122168384044,-0.373707732970884,-0.4333999890651367,-0.0637652448802068,-0.5270623263015175,0.3860346119324044,0.6525983298215665,1.0309926050465454,-1.5174819750904813,0.7514102152171986,1.1636769887501077,-1.712089732880395,-0.8588716717566423,-1.3352930555117588,-1.4177639898427714,-1.248595653984331,-1.9710339266931527,-1.6990844565983838,-1.678390742368684,1,Winter,Healthy,0,0.0,0
farm_027,2023-01-31,-0.5187798278339069,-0.39812880458401806,1.3411531398632854,0,0,1,0.14883094245729708,1.244329838539788,-0.10779319035278498,-0.07296052688799969,1.1724094597958663,-0.8520459196632144,0.0051416929800285225,-0.04484248070770833,0.01290374963525496,-0.7705953459922432,1.39838363790979,2.1982406739011773,-1.5174819750904813,-0.4930892789076616,-0.7198364875561419,-1.712089732880395,0.033575396022555284,0.03786288301334562,-1.4177639898427714,-0.3615668913550586,-0.5744872085177599,-1.6990844565983838,-0.19271531125380145,1,Winter,Rust,2,0.4771098176939261,1
farm_028,2023-01-31,-0.6868383451961269,-0.44335260397738757,-0.5559214305165384,0,1,0,0.4129545871759489,-1.6831580128456485,1.7804323934500488,-0.6042186091141585,-0.5209109907873196,-1.5861715539907666,-1.1093725103702305,-0.17988398179598947,-1.2854165109033113,-0.09283095569406123,-0.29068030213782825,-0.44535742438604486,-1.5174819750904813,0.08218116360231971,0.1508184513196301,-1.712089732880395,0.9089905146645129,1.3848127607569887,-1.4177639898427714,-0.3466645375554812,-0.5510247976369681,-1.6990844565983838,0.45579157386618435,1,Winter,Bacterial,4,0.6791716995379928,1
farm_029,2023-01-31,-0.15571732041753064,-0.45169755531013855,-1.6213978993912637,0,0,1,-1.4315299638072247,0.04428572978436339,0.23728595726270063,-0.7353910099246611,-1.258592777499488,1.1481225918314628,-0.6423983047583502,-0.06967444396076236,-0.6274539239349084,0.658855195951943,0.7270126452027897,1.14746039407625,-1.5174819750904813,1.3086623381370088,2.007061729503103,-1.712089732880395,2.9012642451820896,4.450207452495301,-1.4177639898427714,-1.2114952075610457,-1.9126226227105154,-1.6990844565983838,1.5254467619901662,1,Winter,Healthy,0,0.0,0
farm_030,2023-01-31,-1.2774285692640226,-1.1270093651292568,0.09092879282949899,0,0,1,0.46407071449714943,-0.2757514904088803,1.4124545998198028,-0.7801630270312865,-1.1768125015284432,0.9728329181362813,-1.122160003024621,-0.20042073531470297,-1.2456039741065736,0.4911156076476771,-1.769324818057457,-2.7596225848972327,-1.5174819750904813,-0.11093608503049904,-0.14145883928938077,-1.712089732880395,-0.2207318428234292,-0.35342474382625866,-1.4177639898427714,-0.01360200962021066,-0.026647911642344275,-1.6990844565983838,-0.5746401099847789,1,Winter,Bacterial,4,0.4078942367801904,1
farm_031,2023-01-31,-1.3451574253499758,-0.5064689329787564,-0.718993788843439,1,0,0,-1.0123595100553413,-0.945419039498261,-0.16796582262506807,1.0278417112222527,0.7743274332396054,1.604754342010763,0.5931480064460509,0.05090496321750928,0.6514418856190318,0.10756047117268881,-0.07015936937273637,-0.1002143515466081,-1.5174819750904813,0.5025790666506439,0.787078344988147,-1.712089732880395,-0.8107568536586448,-1.2612616080593855,-1.4177639898427714,-1.458358143526121,-2.3012860320449167,-1.6990844565983838,-1.2767529275699812,1,Winter,Healthy,0,0.0,0
farm_032,2023-01-31,-0.5759951631621175,-0.6030528721445373,-0.2678660394649722,0,1,0,-1.3686877620923579,-1.2959941907266643,0.5878041785021935,-1.7247084128987467,0.32230595076978463,1.594333181699672,-1.7246170117384239,-0.132880959105447,-1.5831831666331255,-2.0787546168374926,0.36513658987840897,0.5810787261068038,-1.5174819750904813,-1.0870383421000323,-1.6187609708874806,-1.712089732880395,-0.6060824138750729,-0.9463410569139968,-1.4177639898427714,1.3875278414549526,2.1793045644155304,-1.6990844565983838,-0.06454424750210526,1,Winter,Healthy,0,0.0,0
farm_033,2023-01-31,0.0918184403236883,-0.0986680644568765,0.713659850672111,0,0,1,1.6172556144043422,-0.5493603256746334,-0.1998790961859669,-1.1904732049407305,-1.308889763742392,0.10192362519906645,-0.8220577019518626,0.2312023509580819,-0.7037650217292207,0.18925866706748637,-0.9820387534106121,-1.5274205977718933,-1.5174819750904813,0.6228312928544336,0.9690765616848436,-1.712089732880395,-0.9278029056066361,-1.4413535004707196,-1.4177639898427714,-1.0547473283595752,-1.6658372359200122,-1.6990844565983838,-1.5859195936000987,1,Winter,Healthy,0,0.0,0
farm_034,2023-01-31,-0.6707061620115174,0.4040379684419448,-0.7278245236194562,0,1,0,1.6738319527552417,1.526110640796622,-1.1373862295190351,-1.4326728752160702,-1.3625669283871096,0.8242918822419895,-0.4183126418939759,0.03889855621396056,-0.23429531381847427,-0.10392565336787514,-0.5596566918389263,-0.8663393987439482,-1.5174819750904813,-1.1041821849616378,-1.6447076741348114,-1.712089732880395,-1.0595552325127144,-1.6440730752638586,-1.4177639898427714,-1.303145986609505,-2.056918501368329,-1.6990844565983838,-0.11085322892285407,1,Winter,Healthy,0,0.0,0
farm_035,2023-01-31,0.041628318417588905,0.28736708574792186,-0.6880039542506335,1,0,0,1.1426305102772782,-0.5987778947992093,0.5252588181248169,-1.4509021069088528,0.5833471262839509,1.4188752584867648,-1.4065475352172512,-1.0375311636408526,-1.322938277152527,-1.8029920865556148,-0.830452474197843,-1.2901689520810768,-1.5174819750904813,-1.0009472364100764,-1.4884646079539103,-1.712089732880395,-0.5665991303870526,-0.8855904453074617,-1.4177639898427714,0.023835299535423304,0.032293752305107115,-1.6990844565983838,0.6957453406786256,1,Winter,Healthy,0,0.0,0
farm_036,2023-01-31,-0.08974536087994543,0.2424100481884859,0.1586775099601646,0,0,1,-0.559351236959962,0.07186515518159396,-0.867654573198647,1.3652499289789954,-1.3983513465004205,1.0971303187698205,1.1955835571878617,0.22402788694417067,1.2855156876341376,2.089959779372151,-0.734403573691859,-1.1398403086828646,-1.5174819750904813,1.3481454048788246,2.0668181927601688,-1.712089732880395,2.285920803364168,3.5034146040775274,-1.4177639898427714,-1.5096143095627939,-2.38198423877791,-1.6990844565983838,-0.7568637033745841,1,Winter,Healthy,0,0.0,0
farm_037,2023-01-31,2.1248081741716183,-2.08187443234272,0.6325493651166654,1,0,0,-1.2584826389325974,0.7035585613239113,-1.6764341154139415,0.8405379174565843,0.9647018401057011,-0.9401923471780401,1.7855601128102216,0.28046473030240193,1.7016423827729097,-0.09629741376016364,0.20776413260651588,0.33477098197543903,-1.5174819750904813,1.1109377134230773,1.7078113103551456,-1.712089732880395,0.701573158035127,1.065671844402622,-1.4177639898427714,-1.0816765101604546,-1.7082348018745726,-1.6990844565983838,-0.9940781650206754,1,Winter,Rust,2,0.5723151856300766,1
farm_038,2023-01-31,-0.6881657816490704,0.7314297890747066,1.072200807587071,1,0,0,0.723153937674477,-0.46016045139942313,0.2824896611608601,0.047317456889337126,0.5999812934353095,-0.2528664737753309,-0.13916460615879409,-0.11602523008217754,-0.14969866192321227,-0.3838135831989885,-0.29650100456565853,-0.4544675578179825,-1.5174819750904813,0.4492559894507121,0.706375431906759,-1.712089732880395,-0.5565626686387559,-0.8701479305085186,-1.4177639898427714,-0.11789150610438125,-0.1908423100555601,-1.6990844565983838,0.8962431114575273,1,Winter,Bacterial,4,0.2868466456471999,1
farm_039,2023-01-31,0.47330788421124087,-0.09296942198261157,0.17492093676649487,0,0,1,-0.1014473971017768,1.625110021645978,-1.1945695960014928,-1.2535152186830498,-1.3712672174317477,-1.339974472901559,-0.12904909382344198,-0.3563833920090146,-0.03577585908213969,0.2016156861216746,-2.386508263032782,-3.7255925181521734,-1.5174819750904813,-1.598216356312814,-2.3924138997207676,-1.712089732880395,-0.7884316353826805,-1.2269111046387227,-1.4177639898427714,0.7516038211520238,1.178099596799242,-1.6990844565983838,1.4152118845867132,1,Winter,Healthy,0,0.0,0
farm_040,2023-01-31,-0.9090674918794991,-0.6575034578476081,1.2575164893190147,0,1,0,-1.1761641699484984,1.5931023295677615,1.212779874395367,0.10760656618863897,-1.360261253306241,1.4502834755515155,-0.5087798961904819,-0.06534603838808284,-0.6008822782787685,1.4765512453627014,0.006333120079296391,0.019506042012293123,-1.5174819750904813,-1.3500544897981048,-2.016828194710532,-1.712089732880395,-0.37472271524807654,-0.5903614637538124,-1.4177639898427714,0.125062390877403,0.19166667025316517,-1.6990844565983838,-0.8777296109061373,1,Winter,Healthy,0,0.0,0
farm_041,2023-01-31,-1.0180975397029006,-0.7777938421915905,0.09544516256218663,0,0,1,0.08444701516437066,-0.8436693465954682,1.2552598228714675,0.04489076509417155,1.484504669976041,0.27356540027414217,-0.5583327186804998,-0.10682873025987585,-0.6572089081473681,-0.8298191365578338,1.1415687781278718,1.7962930277319986,-1.5174819750904813,-0.7794689280399844,-1.1532636854192433,-1.712089732880395,-0.538283731108716,-0.8420232018545681,-1.4177639898427714,-1.6517717025727288,-2.6057982220854257,-1.6990844565983838,-0.5980791688218342,1,Winter,Healthy,0,0.0,0
farm_042,2023-01-31,0.7739955597428921,-1.3383409202332408,0.6956497061369898,0,1,0,-1.4722798417440115,-0.001999771071335048,1.8667843743771277,-1.2855665443150508,-0.4472343454041849,-1.0034644192236768,-1.6120334207220308,-0.1251789057712542,-1.7856601105000327,-0.9557675851897899,-0.6795952245500589,-1.054058329607851,-1.5174819750904813,-1.3057298960566135,-1.9497442223682155,-1.712089732880395,1.8415375557005946,2.819668175251475,-1.4177639898427714,0.33644395814148187,0.5244678673309188,-1.6990844565983838,0.6560768524463819,1,Winter,Healthy,0,0.0,0
farm_043,2023-01-31,0.7447009467380089,-0.23716431202738583,0.644478536545018,0,1,0,1.4835888163810043,-0.6753259267626915,-0.5857593173075277,-0.09205772329371749,-0.45868104622173944,0.4952121948760983,0.3124020576692803,-0.040822609957655125,0.3196264644184207,0.28880528168268615,-1.1281199920692375,-1.7560561606757445,-1.5174819750904813,1.0509819998785872,1.617070096738168,-1.712089732880395,-0.24207978850796885,-0.3862715752523323,-1.4177639898427714,-1.4200271823485737,-2.2409373936554027,-1.6990844565983838,0.15727206247242198,1,Winter,Blight,1,0.905756790636448,1
farm_044,2023-01-31,-0.7520601872456703,0.6319292969262622,1.32121540114658,1,0,0,-0.7141960415886761,-0.7303173706337079,-1.7043736055964218,-0.21423570680625387,0.9361201970638291,0.3139993720641433,1.3938469367984958,0.4277931331509665,1.1629537329063615,-0.7587473191427773,1.5576886611458152,2.4475731275100587,-1.5174819750904813,-0.20766842751854014,-0.28786040195053625,-1.712089732880395,-0.9998702553929733,-1.5522393030081525,-1.4177639898427714,-0.7375914084496833,-1.16650386843464,-1.6990844565983838,-0.45404278661497977,1,Winter,Bacterial,4,0.2322896540964526,1
farm_045,2023-01-31,0.9427824477519688,-1.3466269736558212,1.6730225453940955,0,0,1,0.6498063963558227,-1.5805156794580275,1.174494218827731,0.5370269812359465,1.3602443617152156,-0.5653535691268451,-0.2767186140610525,-0.09442102282802149,-0.3446885234006414,-0.46504285305337134,0.27145964505204373,0.43446249250859287,-1.5174819750904813,0.5175664992114312,0.8097613845046274,-1.712089732880395,0.20667237514763634,0.30419704826287314,-1.4177639898427714,-0.3162405468942774,-0.5031249705944252,-1.6990844565983838,1.1054864436088316,1,Winter,Rust,2,0.328255089277337,1
farm_046,2023-01-31,-1.648136167737883,0.05309495082474626,-1.3106904649812379,0,1,0,-0.5353737050781504,0.3831156194553133,-0.4027660441797405,0.6035430686854051,1.4824904528070264,-1.3927488130243713,0.5563199882159088,0.06281755950129925,0.5891882976666837,-0.4823688143950356,-1.4550148481024898,-2.2676878397731137,-1.5174819750904813,-1.3690288208682209,-2.045545288163102,-1.712089732880395,-0.9596178541262886,-1.4903052950038607,-1.4177639898427714,-0.8686949932555066,-1.372914628508408,-1.6990844565983838,-1.1650396335506499,1,Winter,Healthy,0,0.0,0
